,ARTstract_ID,danger,death,adventure,power,safety,excitement,fitness,protection,freedom,comfort,desire,hunger
tate_T12865,27787,False,True,False,False,False,False,False,False,False,False,False,False
tate_T12916,27788,False,True,False,False,False,False,False,False,False,False,False,False
tate_T12919,27789,False,True,False,False,False,False,False,False,False,False,False,False
tate_T12975,27790,False,True,False,False,False,False,False,False,False,False,False,False
tate_T13193,27791,False,True,False,False,False,False,False,False,False,False,False,False
tate_T13196,27792,False,True,False,False,False,False,False,False,False,False,False,False
tate_T13208,27793,False,True,False,False,False,False,False,False,False,False,False,False
tate_T13341,27794,False,True,False,False,False,False,False,False,False,False,False,False
tate_T13531,27795,False,True,False,False,False,False,False,False,False,False,False,False
artpedia_2810,104,False,False,True,False,False,False,False,False,False,False,False,False
artpedia_3418,105,False,False,True,False,False,False,False,False,False,False,False,False
artpedia_6379,106,False,False,True,False,False,False,False,False,False,False,False,False
artpedia_7158,107,False,False,True,False,False,False,False,False,False,False,False,False
artpedia_8189,108,False,False,True,False,False,False,False,False,False,False,False,False
artpedia_10229,109,False,False,True,False,False,False,False,False,False,False,False,False
artpedia_15272,111,False,False,True,False,False,False,False,False,False,False,False,False
artpedia_15482,112,False,False,True,False,False,False,False,False,False,False,False,False
artpedia_15601,113,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/136368.jpg,1666,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/32694.jpg,1667,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170547.png,1668,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/6773.jpg,1669,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/112948.jpg,1670,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170155.png,1673,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173717.png,1674,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/68562.jpg,1676,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/51280.jpg,1677,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/106470.jpg,1678,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/82986.jpg,1680,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172210.png,1681,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173382.png,1682,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/109301.jpg,1683,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/123914.jpg,1684,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/23825.jpg,1685,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/144899.jpg,1686,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/149600.jpg,1688,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/37443.jpg,1689,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/18458.jpg,1691,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/106800.jpg,1694,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/114897.jpg,1695,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/97205.jpg,1696,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/98821.jpg,1698,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/135830.jpg,1700,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/72853.jpg,1702,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/99779.jpg,1703,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172360.png,1704,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/37958.jpg,1705,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/133357.jpg,1706,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/13284.jpg,1708,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/82329.jpg,1710,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/87530.jpg,1711,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/55673.jpg,1712,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/53784.jpg,1714,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/33550.jpg,1715,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/101072.jpg,1716,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/135727.jpg,1717,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/144751.jpg,1718,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/62880.jpg,1719,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/171044.png,1720,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173614.png,1721,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/93301.jpg,1722,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/16335.jpg,1724,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/137141.jpg,1725,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/6016.jpg,1726,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/149223.jpg,1727,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170527.png,1728,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/155150.jpg,1729,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/176800.png,1731,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/107531.jpg,1734,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/175147.png,1735,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/16601.jpg,1737,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/68709.jpg,1738,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/133391.jpg,1739,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170663.png,1740,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/149264.jpg,1741,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/96161.jpg,1742,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170583.png,1745,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/109200.jpg,1746,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172947.png,1747,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/1633.jpg,1749,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/18768.jpg,1750,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/138045.jpg,1751,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/177512.png,1752,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173429.png,1753,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/118051.jpg,1754,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/5462.jpg,1756,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/49051.jpg,1758,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173897.png,1760,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172458.png,1761,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170219.png,1762,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/35904.jpg,1763,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/136510.jpg,1764,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/76580.jpg,1765,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/34440.jpg,1766,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/76645.jpg,1767,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/30938.jpg,1768,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172333.png,1769,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/175994.png,1770,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/57664.jpg,1771,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/137829.jpg,1772,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/68827.jpg,1774,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/7428.jpg,1775,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/107811.jpg,1776,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/174186.png,1777,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173183.png,1778,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/70670.jpg,1780,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/110845.jpg,1781,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/68742.jpg,1783,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/137011.jpg,1786,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/16790.jpg,1787,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173829.png,1788,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/99960.jpg,1789,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/160981.jpg,1791,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/145008.jpg,1794,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/176611.png,1795,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/177532.png,1796,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170521.png,1798,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/78646.jpg,1799,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173802.png,1800,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/54974.jpg,1802,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/60379.jpg,1803,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/136350.jpg,1804,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/68571.jpg,1805,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/76584.jpg,1807,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/149245.jpg,1809,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/7763.jpg,1810,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/30127.jpg,1814,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/175677.png,1815,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/174304.png,1817,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/137821.jpg,1821,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/24988.jpg,1823,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/31812.jpg,1824,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170829.png,1825,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/121375.jpg,1826,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/98741.jpg,1831,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/138185.jpg,1832,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/37113.jpg,1833,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/18291.jpg,1834,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172332.png,1835,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/19213.jpg,1836,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/76590.jpg,1837,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/73242.jpg,1838,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/125160.jpg,1839,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/149708.jpg,1840,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/62797.jpg,1841,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/97561.jpg,1842,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170256.png,1843,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/144894.jpg,1845,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/9921.jpg,1846,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172048.png,1847,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173612.png,1848,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/31012.jpg,1850,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/100285.jpg,1851,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/107753.jpg,1852,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/159020.jpg,1854,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/33755.jpg,1855,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/23592.jpg,1856,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/106723.jpg,1860,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/144795.jpg,1861,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/144928.jpg,1864,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/76917.jpg,1865,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/57231.jpg,1866,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/148433.jpg,1869,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173658.png,1871,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/32332.jpg,1872,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/143589.jpg,1873,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/43546.jpg,1874,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/133437.jpg,1876,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/87711.jpg,1877,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/57239.jpg,1878,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/76910.jpg,1879,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/125238.jpg,1881,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/166490.jpg,1884,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/149411.jpg,1886,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173806.png,1887,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/43493.jpg,1888,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/171389.png,1889,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/133640.jpg,1890,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/72490.jpg,1891,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/76661.jpg,1893,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/4933.jpg,1894,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/30785.jpg,1895,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170786.png,1896,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/14336.jpg,1897,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/76626.jpg,1899,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/158865.jpg,1900,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/85643.jpg,1901,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173719.png,1902,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/136067.jpg,1903,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/36097.jpg,1904,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/54874.jpg,1905,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/57213.jpg,1906,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/163451.jpg,1908,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/10891.jpg,1911,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/105806.jpg,1912,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/68580.jpg,1913,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173141.png,1914,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/85751.jpg,1915,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/107020.jpg,1916,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172673.png,1917,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/142815.jpg,1918,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/99586.jpg,1919,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/157871.jpg,1922,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/62810.jpg,1923,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/92528.jpg,1924,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/125291.jpg,1926,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173129.png,1927,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/21258.jpg,1928,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/135919.jpg,1930,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/57234.jpg,1931,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/106953.jpg,1933,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/175747.png,1934,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/21090.jpg,1936,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/30805.jpg,1937,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/76501.jpg,1941,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173539.png,1942,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/159800.jpg,1943,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170070.png,1945,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172913.png,1947,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/76579.jpg,1949,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/25171.jpg,1950,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172671.png,1953,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/92796.jpg,1954,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/176358.png,1955,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/92769.jpg,1956,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173147.png,1957,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/7621.jpg,1958,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/49797.jpg,1960,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/175724.png,1961,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/62778.jpg,1962,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/57420.jpg,1963,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/85697.jpg,1964,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/25645.jpg,1966,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/20524.jpg,1968,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/57694.jpg,1969,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/119131.jpg,1971,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170041.png,1972,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172204.png,1973,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/136911.jpg,1974,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/18513.jpg,1975,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/58079.jpg,1976,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/110952.jpg,1977,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/135723.jpg,1978,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173752.png,1980,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172283.png,1981,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/22102.jpg,1983,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/177255.png,1984,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/76635.jpg,1985,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173224.png,1987,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/66980.jpg,1988,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/136390.jpg,1989,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/85913.jpg,1990,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/118020.jpg,1991,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/136149.jpg,1992,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/128243.jpg,1993,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/6802.jpg,1994,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/66440.jpg,1995,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170439.png,1996,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/175598.png,1997,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170528.png,1998,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/102870.jpg,2000,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170642.png,2001,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/47641.jpg,2002,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/69544.jpg,2003,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/133559.jpg,2004,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170196.png,2005,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/24258.jpg,2007,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/98841.jpg,2008,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/177313.png,2009,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173881.png,2010,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/30888.jpg,2011,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/19770.jpg,2014,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/112232.jpg,2015,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/177863.png,2016,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/136272.jpg,2017,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/136427.jpg,2018,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172990.png,2019,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/133682.jpg,2020,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172912.png,2025,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/97711.jpg,2027,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/57208.jpg,2028,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/23971.jpg,2029,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/135741.jpg,2030,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/177906.png,2031,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/6971.jpg,2032,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/136401.jpg,2033,False,False,True,False,False,False,False,False,False,False,False,False
advise_7/133367.jpg,2034,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/159815.jpg,2035,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/11925.jpg,2036,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/149425.jpg,2037,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/85648.jpg,2038,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/137903.jpg,2039,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/142070.jpg,2040,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/121322.jpg,2041,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/174786.png,2043,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/171747.png,2044,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/138230.jpg,2045,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/136770.jpg,2046,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/5405.jpg,2048,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/174788.png,2049,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/121121.jpg,2050,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173307.png,2052,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173625.png,2053,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170627.png,2054,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/177286.png,2057,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/175246.png,2060,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/68633.jpg,2061,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/33803.jpg,2062,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/116212.jpg,2063,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/136240.jpg,2064,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/175043.png,2065,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/54963.jpg,2066,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/146174.jpg,2067,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/171985.png,2068,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/6762.jpg,2072,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172609.png,2073,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/85755.jpg,2075,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/7843.jpg,2078,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/140771.jpg,2079,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/106936.jpg,2080,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/68611.jpg,2081,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/171766.png,2082,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/90313.jpg,2083,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/170773.png,2084,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/19458.jpg,2085,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/128918.jpg,2086,False,False,True,False,False,False,False,False,False,False,False,False
advise_5/33745.jpg,2087,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172251.png,2088,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/39081.jpg,2089,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/146073.jpg,2091,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/32452.jpg,2092,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/76853.jpg,2093,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/127912.jpg,2094,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173674.png,2095,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172300.png,2096,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/56929.jpg,2097,False,False,True,False,False,False,False,False,False,False,False,False
advise_2/7032.jpg,2098,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/10051.jpg,2099,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/109400.jpg,2100,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/138350.jpg,2103,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/176089.png,2104,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/136073.jpg,2105,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/159221.jpg,2106,False,False,True,False,False,False,False,False,False,False,False,False
advise_6/133736.jpg,2107,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/121069.jpg,2109,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/123770.jpg,2110,False,False,True,False,False,False,False,False,False,False,False,False
advise_9/145089.jpg,2111,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/3411.jpg,2112,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173428.png,2113,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/117513.jpg,2114,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/145013.jpg,2115,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173753.png,2116,False,False,True,False,False,False,False,False,False,False,False,False
advise_1/18991.jpg,2119,False,False,True,False,False,False,False,False,False,False,False,False
advise_0/99110.jpg,2120,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/176869.png,2122,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/33243.jpg,2123,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/144768.jpg,2124,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/171615.png,2125,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/173893.png,2127,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/171487.png,2129,False,False,True,False,False,False,False,False,False,False,False,False
advise_4/75344.jpg,2130,False,False,True,False,False,False,False,False,False,False,False,False
advise_8/11068.jpg,2131,False,False,True,False,False,False,False,False,False,False,False,False
advise_10/172601.png,2133,False,False,True,False,False,False,False,False,False,False,False,False
advise_3/49843.jpg,2135,False,False,True,False,False,False,False,False,False,False,False,False
